code, display, definition
294035008, Pirbuterol allergy, 
294036009, Salmeterol allergy, 
294037000, Salbutamol allergy, 
294038005, Bambuterol allergy, 
294039002, Fenoterol allergy, 
294040000, Orciprenaline allergy, 
294041001, Reproterol allergy, 
294042008, Rimiterol allergy, 
294043003, Ritodrine allergy, 
294044009, Terbutaline allergy, 
294045005, Tulobuterol allergy, 
294046006, Selective beta-1 adrenoceptor stimulants allergy, 
294047002, Dobutamine allergy, 
294048007, Dopexamine allergy, 
294050004, Isoprenaline allergy, 
294051000, Oral isoprenaline allergy, 
294052007, Inhaled isoprenaline allergy, 
294053002, Parenteral isoprenaline allergy, 
294054008, Central alpha-adrenoceptor agonist allergy, 
294055009, Methyldopa allergy, 
294056005, Methyldopa and diuretic allergy, 
294057001, Apraclonidine allergy, 
294058006, Clonidine allergy, 
294059003, Lofexidine allergy, 
294060008, Dipivefrine allergy, 
294061007, Dopamine allergy, 
294062000, Ephedrine allergy, 
294063005, Oxymetazoline allergy, 
294064004, Xamoterol allergy, 
294065003, Anticholinergic allergy, 
294066002, Antimuscarinic allergy, 
294067006, Belladonna alkaloids allergy, 
294068001, Piperidolate hydrochloride allergy, 
294069009, Biperiden allergy, 
294070005, Emepronium bromide allergy, 
294071009, Terodiline hydrochloride allergy, 
294072002, Lachesine chloride allergy, 
294073007, Tropicamide allergy, 
294074001, Hyoscine allergy, 
294075000, Hyoscine hydrobromide allergy, 
294076004, Atropine allergy, 
294077008, Trihexyphenidyl allergy, 
294078003, Benzatropine allergy, 
294079006, Cyclopentolate allergy, 
294080009, Glycopyrronium allergy, 
294081008, Homatropine allergy, 
294082001, Ipratropium allergy, 
294083006, Methixene allergy, 
294084000, Orphenadrine allergy, 
294085004, Orphenadrine hydrochloride allergy, 
294086003, Orphenadrine citrate allergy, 
294087007, Oxitropium allergy, 
294088002, Oxybutynin allergy, 
294089005, Procyclidine allergy, 
294090001, Drug groups primarily affecting the respiratory system allergy, 
294091002, Dornase alfa allergy, 
294092009, Mucolytics allergy, 
294093004, Tyloxapol allergy, 
294094005, Bromhexine hydrochloride allergy, 
294095006, Carbocisteine allergy, 
294096007, Methylcysteine allergy, 
294097003, Acetylcysteine allergy, 
294098008, Respiratory stimulant allergy, 
294099000, Nikethamide allergy, 
294100008, Ethamivan allergy, 
294101007, Doxapram allergy, 
294102000, Respiratory surfactant allergy, 
294103005, Beractant allergy, 
294104004, Phospholipid fraction allergy, 
294105003, Pumactant allergy, 
294106002, Colfosceril allergy, 
294107006, Antiallergenic drug allergy, 
294108001, Topical antihistamine allergy, 
294109009, H1 antihistamine allergy, 
294110004, Non-sedating antihistamine allergy, 
294111000, Astemizole allergy, 
294112007, Terfenadine allergy, 
294113002, Acrivastine allergy, 
294114008, Loratadine allergy, 
294115009, Azelastine allergy, 
294116005, Cetirizine allergy, 
294117001, Sedating antihistamine allergy, 
294118006, Clemastine allergy, 
294119003, Mebhydrolin allergy, 
294120009, Mequitazine allergy, 
294121008, Oxatomide allergy, 
294122001, Cyclizine allergy, 
294123006, Dimenhydrinate allergy, 
294124000, Meclozine hydrochloride allergy, 
294125004, Antazoline allergy, 
294126003, Promethazine allergy, 
294127007, Azatadine allergy, 
294128002, Brompheniramine allergy, 
294129005, Chlorphenamine allergy, 
294130000, Cinnarizine allergy, 
294131001, Cyproheptadine allergy, 
294132008, Dimetindene allergy, 
294133003, Diphenhydramine allergy, 
294134009, Diphenylpyraline allergy, 
294135005, Hydroxyzine allergy, 
294136006, Mepyramine allergy, 
294137002, Phenindamine allergy, 
294138007, Pheniramine allergy, 
294139004, Triprolidine allergy, 
294140002, Alimemazine allergy, 
294141003, Cromoglycate and related antiallergenic allergy, 
294142005, Nedocromil allergy, 
294143000, Sodium cromoglicate allergy, 
294144006, Ketotifen allergy, 
294145007, Lodoxamide allergy, 
294146008, Cough/decongestant preparation allergy, 
294147004, Cough suppressant allergy, 
294148009, Isoaminile allergy, 
294149001, Morphinan cough suppressant allergy, 
294151002, Dextromethorphan hydrobromide allergy, 
294152009, Noscapine allergy, 
294153004, Pholcodine allergy, 
294154005, Compound cough suppressant allergy, 
294155006, Proprietary decongestant allergy, 
294156007, Expectorant allergy, 
294157003, Xanthine allergy, 
294158008, Aminophylline allergy, 
294159000, Choline theophyllinate allergy, 
294160005, Theophylline allergy, 
294161009, Bronchodilator preparations allergy, 
294162002, Allergy to inhaled corticosteroids, 
294163007, Drug groups and agents primarily acting on the skin allergy, 
294164001, Topical dermatological preparation allergy, 
294165000, Urea creams allergy, 
294166004, Emollient bath additives allergy, 
294167008, Dusting powders allergy, 
294168003, Calamine allergy, 
294169006, Coal tar allergy, 
294170007, Coal tar scalp preparations allergy, 
294171006, Coal tar bath preparations allergy, 
294172004, Bufexamac allergy, 
294173009, Dithranol allergy, 
294174003, Dithranol ointment allergy, 
294175002, Dithranol cream allergy, 
294176001, Dithranol paste allergy, 
294177005, Ichthammol allergy, 
294178000, Calcipotriol allergy, 
294179008, Sulfur allergy, 
294180006, Azelaic acid allergy, 
294181005, Bromine complexes allergy, 
294182003, Podophyllum resin allergy, 
294183008, Podophyllotoxin allergy, 
294184002, Sunscreening preparations allergy, 
294185001, Camouflaging preparations allergy, 
294187009, Desloughing agents allergy, 
294188004, Aserbine allergy, 
294189007, Surgical tissue adhesive allergy, 
294190003, Enbucrilate allergy, 
294191004, Collodion allergy, 
294192006, Counter irritants allergy, 
294193001, Emollient allergy, 
294194007, Poultices allergy, 
294195008, Anionic surfactant allergy, 
294196009, Alkali metal soap allergy, 
294197000, Astringent allergy, 
294198005, Aluminum astringent allergy, 
294199002, Topical selenium allergy, 
294200004, Crotamiton allergy, 
294201000, Topical salicylic acid allergy, 
294202007, Topical abrasive agent allergy, 
294203002, Benzoyl peroxide allergy, 
294204008, Silver nitrate allergy, 
294206005, Gamolenic acid allergy, 
294207001, Retinoid allergy, 
294208006, Etretinate allergy, 
294209003, Acitretin allergy, 
294210008, Tretinoin allergy, 
294211007, Isotretinoin allergy, 
294212000, Drug groups primarily affecting the musculoskeletal system allergy, 
294213005, Drug for the treatment of gout allergy, 
294214004, Colchicum alkaloid allergy, 
294215003, Colchicine allergy, 
294216002, Uricosuric agent allergy, 
294217006, Probenecid allergy, 
294218001, Sulfinpyrazone allergy, 
294219009, Xanthine oxidase inhibitor allergy, 
294220003, Allopurinol allergy, 
294221004, Skeletal muscle relaxant allergy, 
294222006, Neuromuscular transmission drug allergy, 
294223001, Depolarizing muscle relaxant allergy, 
294224007, Suxamethonium allergy, 
294225008, Non-depolarizing muscle relaxant allergy, 
294226009, Mivacurium allergy, 
294227000, Alcuronium allergy, 
294228005, Atracurium allergy, 
294229002, Gallamine allergy, 
294230007, Pancuronium allergy, 
294231006, Tubocurarine allergy, 
294232004, Vecuronium allergy, 
294233009, Rocuronium allergy, 
294234003, Baclofen allergy, 
294235002, Carisoprodol allergy, 
294236001, Methocarbamol allergy, 
294237005, Dantrolene allergy, 
294238000, Gold allergy, 
294239008, Sodium aurothiomalate allergy, 
294240005, Auranofin allergy, 
294241009, Smooth muscle relaxant allergy, 
294242002, Papaverine allergy, 
294243007, Flavoxate allergy, 
294244001, Drug groups primarily used in obstetrics, gynecological and urinary tract disorders allergy, 
294245000, Mifepristone allergy, 
294246004, Non-ionic surfactant allergy, 
294247008, Nonoxinol allergy, 
294248003, Octoxinol allergy, 
294249006, Prostaglandin allergy, 
294250006, A series prostaglandin allergy, 
294252003, E series prostaglandin allergy, 
294253008, Dinoprostone allergy, 
294254002, Gemeprost allergy, 
294255001, Alprostadil allergy, 
294256000, F series prostaglandin allergy, 
294257009, Dinoprost allergy, 
294258004, Carboprost allergy, 
294259007, I series prostaglandin allergy, 
294260002, Epoprostenol allergy, 
294261003, Terpenes allergy, 
294262005, Chelating agents and antidotes allergy, 
294263000, Antidote allergy, 
294264006, Ipecacuanha allergy, 
294265007, Charcoal-activated allergy, 
294266008, Sodium nitrite allergy, 
294268009, Digoxin-specific-antibody allergy, 
294269001, Mesna allergy, 
294270000, Benzodiazepine antagonist allergy, 
294271001, Flumazenil allergy, 
294272008, Cholinesterase reactivator allergy, 
294273003, Pralidoxime allergy, 
294274009, Hydrofluoric acid burn antidote allergy, 
294275005, Opioid antagonist allergy, 
294276006, Naltrexone allergy, 
294277002, Naloxone allergy, 
294278007, Protamine allergy, 
294279004, Antidotes for pesticides allergy, 
294280001, Fullers earth powder allergy, 
294281002, Bentonite powder allergy, 
294282009, Chelating agent allergy, 
294283004, Dimercaprol allergy, 
294284005, Desferrioxamine allergy, 
294285006, Edetate allergy, 
294286007, Dicobalt edetate allergy, 
294287003, Sodium calcium edetate allergy, 
294288008, Trisodium edetate allergy, 
294289000, Disodium edetate allergy, 
294290009, Trientine allergy, 
294291008, Penicillamine allergy, 
294293006, Homeopathic medicine allergy, 
294295004, Herbal medicine allergy, 
294297007, Sodium hyaluronate allergy, 
294298002, Glycine allergy, 
294299005, Dialysis fluid allergy, 
294300002, Peritoneal dialysis solution allergy, 
294301003, Hemodialysis fluid allergy, 
294302005, Hemofiltration solution allergy, 
294304006, Cardioplegia solution allergy, 
294306008, Dimethyl-ether propane allergy, 
294307004, Citrate allergy, 
294308009, Hemorrhoid preparation allergy, 
294309001, Ear wax removal preparation allergy, 
294310006, Topical potassium allergy, 
294311005, Topical zinc allergy, 
294312003, Oropharyngeal preparations allergy, 
294313008, Artificial saliva allergy, 
294315001, Fixed oil allergy, 
294316000, Olive oil allergy, 
294317009, Arachis oil allergy, 
294318004, Castor oil allergy, 
294319007, Glycerol/glycol/macrogol allergy, 
294320001, Glycerol allergy, 
294321002, Lubricant allergy, 
294322009, Base allergy, 
294324005, Paraffin allergy, 
294325006, Paraffin-yellow soft allergy, 
294326007, Paraffin-white soft allergy, 
294327003, Liquid paraffin allergy, 
294328008, Silicone allergy, 
294329000, Dimethicone allergy, 
294330005, Wool alcohol allergy, 
294331009, Viscosity modifier allergy, 
294332002, Polyvinyl alcohol allergy, 
294333007, Carbomer-940 allergy, 
294334001, Cellulose-derived viscosity modifier allergy, 
294335000, Hypromellose allergy, 
294336004, Hypromellose eye drops allergy, 
294337008, Hydroxyethylcellulose allergy, 
294339006, Carmellose allergy, 
294340008, Antifungal drug allergy, 
294341007, Flucytosine allergy, 
294342000, Terbinafine allergy, 
294343005, Nitrophenol allergy, 
294344004, Tolnaftate allergy, 
294346002, Amorolfine allergy, 
294348001, Griseofulvin allergy, 
294349009, Amphotericin allergy, 
294350009, Natamycin allergy, 
294351008, Nystatin allergy, 
294352001, Azole antifungal allergy, 
294354000, Undecenoates allergy, 
294355004, Imidazole antifungal allergy, 
294356003, Clotrimazole allergy, 
294357007, Fenticonazole allergy, 
294358002, Tioconazole allergy, 
294359005, Econazole allergy, 
294360000, Isoconazole allergy, 
294361001, Sulconazole allergy, 
294362008, Ketoconazole allergy, 
294363003, Miconazole allergy, 
294364009, Triazole antifungals allergy, 
294365005, Fluconazole allergy, 
294366006, Itraconazole allergy, 
294367002, Antiviral drug allergy, 
294368007, Inosine pranobex allergy, 
294369004, Zidovudine allergy, 
294370003, Ganciclovir allergy, 
294371004, Famciclovir allergy, 
294372006, Didanosine allergy, 
294373001, Zalcitabine allergy, 
294374007, Valaciclovir allergy, 
294375008, Interferons allergy, 
294376009, Human interferon gamma-1b allergy, 
294377000, Interferon-A-2a allergy, 
294378005, Interferon-A-2b allergy, 
294379002, Interferon-A-N1 allergy, 
294380004, Ribavirin allergy, 
294381000, Trifluorothymidine allergy, 
294382007, Foscarnet allergy, 
294383002, Vidarabine allergy, 
294384008, Aciclovir allergy, 
294385009, Idoxuridine allergy, 
294386005, Idoxuridine in dimethylsulfoxide allergy, 
294387001, Antimalarial drug allergy, 
294388006, Pyrimethamine allergy, 
294389003, Aminoquinoline antimalarial allergy, 
294390007, Amodiaquine allergy, 
294391006, Primaquine allergy, 
294392004, Mefloquine allergy, 
294393009, Hydroxychloroquine allergy, 
294394003, Chloroquine allergy, 
294395002, Biguanide antimalarial allergy, 
294396001, Proguanil allergy, 
294397005, Cinchona antimalarial allergy, 
294398000, Quinine allergy, 
294399008, Halofantrine allergy, 
294400001, Mepacrine allergy, 
294401002, Lactobacill acidophil vaccine allergy, 
294402009, Anti-infective nasal preparations allergy, 
294403004, Disinfectants and cleansers allergy, 
294404005, Acetic acid allergy, 
294405006, Hydrargaphen allergy, 
294406007, Polynoxylin allergy, 
294407003, Hexetidine allergy, 
294408008, Sodium perborate allergy, 
294409000, Chlorinated solutions allergy, 
294410005, Potassium permanganate allergy, 
294411009, Bismuth subnitrate and iodoform paste impregnated gauze allergy, 
294412002, Phenolics allergy, 
294413007, Thymol allergy, 
294414001, Chlorinated phenol disinfectant allergy, 
294415000, Chloroxylenol allergy, 
294416004, Hexachlorophene allergy, 
294417008, Triclosan allergy, 
294418003, Phenol allergy, 
294419006, Alcoholic disinfectant allergy, 
294420000, Alcohol products allergy, 
294421001, Industrial methylated spirit allergy, 
294422008, Aldehyde disinfectant allergy, 
294423003, Glutaraldehyde allergy, 
294425005, Noxythiolin allergy, 
294426006, Formaldehyde allergy, 
294427002, Amidine disinfectant allergy, 
294428007, Propamidine isethionate allergy, 
294429004, Dibrompropamidine isethionate allergy, 
294430009, Biguanide disinfectant allergy, 
294431008, Chlorhexidine allergy, 
294432001, Chlorhexidine hydrochloride and neomycin sulfate allergy, 
294433006, Borate allergy, 
294434000, Boric acid allergy, 
294435004, Cationic surfactant allergy, 
294436003, Quaternary ammonium surfactant allergy, 
294437007, Cetrimide allergy, 
294438002, Benzalkonium allergy, 
294439005, Domiphen allergy, 
294440007, Quaternary pyridinium surfactant allergy, 
294441006, Cetylpyridinium allergy, 
294442004, Quaternary quinolinium surfactant allergy, 
294443009, Dequalinium allergy, 
294444003, Disinfectant dye allergy, 
294445002, Acridine azo disinfectant dye allergy, 
294446001, Triphenylmethane azo disinfectant dye allergy, 
294447005, Crystal violet allergy, 
294448000, Brilliant green allergy, 
294449008, Hydrogen peroxide allergy, 
294450008, Anthelmintics allergy, 
294451007, Piperazine allergy, 
294452000, Pyrantel allergy, 
294453005, Niclosamide allergy, 
294455003, Bephenium allergy, 
294456002, Diethylcarbamazine allergy, 
294457006, Benzimidazole anthelmintic allergy, 
294458001, Mebendazole allergy, 
294459009, Albendazole allergy, 
294460004, Tiabendazole allergy, 
294461000, Antibacterial drug allergy, 
294462007, Aminoglycosides allergy, 
294463002, Amikacin allergy, 
294464008, Kanamycin allergy, 
294465009, Netilmicin allergy, 
294466005, Streptomycin allergy, 
294467001, Framycetin allergy, 
294468006, Neomycin allergy, 
294469003, Gentamicin allergy, 
294470002, Tobramycin allergy, 
294471003, Clarithromycin allergy, 
294472005, Azithromycin allergy, 
294473000, Sodium fusidate allergy, 
294474006, Spectinomycin allergy, 
294475007, Vancomycin allergy, 
294476008, Teicoplanin allergy, 
294477004, Trimethoprim allergy, 
294478009, Nitrofurantoin allergy, 
294479001, Methenamine hippurate allergy, 
294480003, Mupirocin allergy, 
294481004, Nitrofurazone allergy, 
294482006, Fusidic acid allergy, 
294483001, 4-quinolones allergy, 
294484007, Acrosoxacin allergy, 
294485008, Cinoxacin allergy, 
294486009, Nalidixic acid allergy, 
294487000, Ciprofloxacin allergy, 
294488005, Enoxacin allergy, 
294489002, Ofloxacin allergy, 
294490006, Norfloxacin allergy, 
294491005, Temafloxacin allergy, 
294492003, Penicillinase-sensitive penicillins allergy, 
294494002, Benethamine penicillin allergy, 
294495001, Benzathine penicillin allergy, 
294496000, Phenethicillin allergy, 
294497009, Phenoxymethylpenicillin allergy, 
294498004, Procaine benzylpenicillin allergy, 
294499007, Benzylpenicillin allergy, 
294500003, Penicillinase-resistant penicillins allergy, 
294501004, Cloxacillin allergy, 
294502006, Flucloxacillin allergy, 
294503001, Methicillin allergy, 
294504007, Broad spectrum penicillins allergy, 
294505008, Amoxicillin allergy, 
294506009, Ampicillin allergy, 
294507000, Ciclacillin allergy, 
294508005, Mezlocillin allergy, 
294509002, Pivampicillin allergy, 
294510007, Carbenicillin allergy, 
294511006, Bacampicillin allergy, 
294512004, Talampicillin allergy, 
294513009, Antipseudomonal penicillins allergy, 
294514003, Temocillin allergy, 
294515002, Piperacillin allergy, 
294516001, Azlocillin allergy, 
294517005, Ticarcillin allergy, 
294518000, Carfecillin allergy, 
294519008, Mecillinam allergy, 
294520002, Pivmecillinam allergy, 
294521003, Combined penicillin preparation allergy, 
294522005, Ampicillin and cloxacillin allergy, 
294523000, Amoxicillin + clavulanate potassium allergy, 
294524006, Ampicillin + floxacillin allergy, 
294525007, Piperacillin and tazobactam allergy, 
294526008, Pivampicillin and pivmecillinam allergy, 
294527004, Ticarcillin and clavulanic acid allergy, 
294528009, Polymyxins allergy, 
294529001, Colistin allergy, 
294530006, Polymyxin B allergy, 
294531005, Carbapenem allergy, 
294532003, Cephalosporin allergy, 
294533008, First generation cephalosporin allergy, 
294534002, Cefadroxil allergy, 
294535001, Cefalexin allergy, 
294536000, Cephalothin allergy, 
294537009, Cefazolin allergy, 
294538004, Cefradine allergy, 
294539007, Latamoxef allergy, 
294540009, Second generation cephalosporin allergy, 
294541008, Cefaclor allergy, 
294542001, Cefuroxime allergy, 
294543006, Cephamandole allergy, 
294544000, Third generation cephalosporin allergy, 
294545004, Cefotaxime allergy, 
294546003, Ceftazidime allergy, 
294547007, Ceftizoxime allergy, 
294548002, Cefixime allergy, 
294549005, Cefodizime allergy, 
294550005, Cefpodoxime allergy, 
294551009, Ceftriaxone allergy, 
294552002, Ceftibuten allergy, 
294554001, Cefsulodin allergy, 
294555000, Fourth generation cephalosporin allergy, 
294556004, Cefpirome allergy, 
294557008, Cephamycin allergy, 
294558003, Cefoxitin allergy, 
294559006, Fosfomycin allergy, 
294560001, Lincomycin and derivatives allergy, 
294561002, Clindamycin allergy, 
294562009, Lincomycin allergy, 
294563004, Mandelic acid allergy, 
294564005, Monobactam allergy, 
294565006, Aztreonam allergy, 
294566007, Nitroimidazole allergy, 
294567003, Metronidazole allergy, 
294568008, Tinidazole allergy, 
294569000, Nimorazole allergy, 
294570004, Calcium sulfaloxate allergy, 
294571000, Phthalylsulfathiazole allergy, 
294572007, Sulfametopyrazine allergy, 
294573002, Sulfadiazine allergy, 
294574008, Sulfadimethoxine allergy, 
294575009, Sulfadimidine allergy, 
294576005, Sulfafurazole allergy, 
294577001, Sulfaguanidine allergy, 
294578006, Sulfaurea allergy, 
294579003, Mafenide allergy, 
294580000, Silver sulfadiazine allergy, 
294581001, Combined sulfonamides allergy, 
5388008, Congenital lactase deficiency, 
25744000, Hereditary gastrogenic lactose intolerance, 
29512005, Lactase deficiency in diseases other than of the small intestine, 
38032004, Ontogenic late onset lactase deficiency, 
54250004, Lactose intolerance in children without lactase deficiency, 
60414003, Acquired lactase deficiency, 
190751001, Primary lactose intolerance, 
52070001, Acquired monosaccharide malabsorption, 
237978005, Glycerol intolerance, 
700094005, Milk intolerance, 
409137002, No known history of drug allergy, 
428197003, No known insect allergy, 
428607008, No known environmental allergy, 
429625007, No known food allergy, 
716184000, No known latex allergy, 
716220001, No known animal allergy, 
